file,rows,min_event_dt,max_event_dt
/media/ben/STORAGE/Horse Racing/2022/Results/January 2022/dwbfpricesukwin10012022.csv,112,2022-01-09 12:40:00,2022-01-09 15:40:00
/media/ben/STORAGE/Horse Racing/2022/Results/January 2022/dwbfpricesukwin11012022.csv,196,2022-01-10 12:45:00,2022-01-10 19:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/January 2022/dwbfpricesukwin12012022.csv,240,2022-01-11 12:05:00,2022-01-11 19:50:00
/media/ben/STORAGE/Horse Racing/2022/Results/January 2022/dwbfpricesukwin13012022.csv,158,2022-01-12 12:35:00,2022-01-12 19:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/January 2022/dwbfpricesukwin14012022.csv,197,2022-01-13 12:40:00,2022-01-13 19:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/January 2022/dwbfpricesukwin15012022.csv,217,2022-01-14 12:20:00,2022-01-14 20:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/January 2022/dwbfpricesukwin16012022.csv,293,2022-01-15 12:05:00,2022-01-15 19:15:00
/media/ben/STORAGE/Horse Racing/2022/Results/January 2022/dwbfpricesukwin17012022.csv,124,2022-01-16 12:25:00,2022-01-16 16:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/January 2022/dwbfpricesukwin18012022.csv,163,2022-01-17 12:30:00,2022-01-17 19:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/January 2022/dwbfpricesukwin19012022.csv,222,2022-01-18 12:50:00,2022-01-18 19:50:00
/media/ben/STORAGE/Horse Racing/2022/Results/January 2022/dwbfpricesukwin20012022.csv,193,2022-01-19 12:45:00,2022-01-19 20:05:00
/media/ben/STORAGE/Horse Racing/2022/Results/January 2022/dwbfpricesukwin21012022.csv,192,2022-01-20 13:00:00,2022-01-20 19:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/January 2022/dwbfpricesukwin22012022.csv,196,2022-01-21 12:10:00,2022-01-21 19:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/January 2022/dwbfpricesukwin23012022.csv,316,2022-01-22 12:35:00,2022-01-22 20:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/January 2022/dwbfpricesukwin24012022.csv,96,2022-01-23 12:50:00,2022-01-23 16:08:00
/media/ben/STORAGE/Horse Racing/2022/Results/January 2022/dwbfpricesukwin25012022.csv,203,2022-01-24 13:00:00,2022-01-24 20:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/January 2022/dwbfpricesukwin26012022.csv,191,2022-01-25 13:00:00,2022-01-25 20:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/January 2022/dwbfpricesukwin27012022.csv,218,2022-01-26 13:00:00,2022-01-26 19:35:00
/media/ben/STORAGE/Horse Racing/2022/Results/January 2022/dwbfpricesukwin28012022.csv,197,2022-01-27 12:40:00,2022-01-27 19:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/January 2022/dwbfpricesukwin29012022.csv,257,2022-01-28 12:15:00,2022-01-28 19:45:00
/media/ben/STORAGE/Horse Racing/2022/Results/January 2022/dwbfpricesukwin30012022.csv,295,2022-01-29 12:08:00,2022-01-29 19:35:00
/media/ben/STORAGE/Horse Racing/2022/Results/January 2022/dwbfpricesukwin31012022.csv,114,2022-01-30 12:30:00,2022-01-30 16:20:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin01072022.csv,268,2022-06-30 13:00:00,2022-06-30 20:50:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin02072022.csv,291,2022-07-01 13:00:00,2022-07-01 20:55:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin03072022.csv,362,2022-07-02 13:35:00,2022-07-02 20:50:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin04072022.csv,166,2022-07-03 13:35:00,2022-07-03 17:40:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin05072022.csv,180,2022-07-04 13:00:00,2022-07-04 20:45:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin06072022.csv,304,2022-07-05 13:00:00,2022-07-05 21:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin07072022.csv,286,2022-07-06 13:00:00,2022-07-06 20:50:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin08072022.csv,296,2022-07-07 13:00:00,2022-07-07 20:38:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin09072022.csv,279,2022-07-08 13:15:00,2022-07-08 21:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin10072022.csv,352,2022-07-09 13:30:00,2022-07-09 20:45:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin11072022.csv,98,2022-07-10 13:45:00,2022-07-10 17:31:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin12072022.csv,251,2022-07-11 13:30:00,2022-07-11 20:55:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin13072022.csv,207,2022-07-12 13:30:00,2022-07-12 20:50:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin14072022.csv,213,2022-07-13 13:00:00,2022-07-13 20:50:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin15072022.csv,219,2022-07-14 13:30:00,2022-07-14 20:55:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin16072022.csv,275,2022-07-15 13:00:00,2022-07-15 20:54:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin17072022.csv,387,2022-07-16 13:15:00,2022-07-16 21:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin18072022.csv,125,2022-07-17 12:00:00,2022-07-17 17:25:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin19072022.csv,106,2022-07-18 12:00:00,2022-07-18 17:15:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin20072022.csv,38,2022-07-19 13:50:00,2022-07-19 17:15:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin21072022.csv,254,2022-07-20 13:00:00,2022-07-20 20:55:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin22072022.csv,253,2022-07-21 13:00:00,2022-07-21 20:55:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin23072022.csv,306,2022-07-22 13:00:00,2022-07-22 20:40:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin24072022.csv,380,2022-07-23 13:00:00,2022-07-23 20:40:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin25072022.csv,172,2022-07-24 13:00:00,2022-07-24 17:20:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin26072022.csv,176,2022-07-25 13:00:00,2022-07-25 21:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin27072022.csv,330,2022-07-26 13:25:00,2022-07-26 21:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin28072022.csv,267,2022-07-27 13:00:00,2022-07-27 20:40:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin29072022.csv,242,2022-07-28 13:00:00,2022-07-28 20:45:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin30072022.csv,410,2022-07-29 13:00:00,2022-07-29 20:50:00
/media/ben/STORAGE/Horse Racing/2022/Results/July 2022/dwbfpricesukwin31072022.csv,415,2022-07-30 13:05:00,2022-07-30 21:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin01062022.csv,285,2022-05-31 13:00:00,2022-05-31 20:34:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin02062022.csv,263,2022-06-01 13:10:00,2022-06-01 21:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin03062022.csv,323,2022-06-02 13:00:00,2022-06-02 20:40:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin04062022.csv,428,2022-06-03 13:00:00,2022-06-03 21:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin05062022.csv,419,2022-06-04 13:10:00,2022-06-04 20:45:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin06062022.csv,150,2022-06-05 13:30:00,2022-06-05 18:45:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin07062022.csv,221,2022-06-06 13:00:00,2022-06-06 21:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin08062022.csv,246,2022-06-07 13:00:00,2022-06-07 20:40:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin09062022.csv,245,2022-06-08 13:00:00,2022-06-08 20:50:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin10062022.csv,293,2022-06-09 13:00:00,2022-06-09 19:55:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin11062022.csv,327,2022-06-10 13:00:00,2022-06-10 20:53:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin12062022.csv,435,2022-06-11 13:15:00,2022-06-11 20:45:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin13062022.csv,135,2022-06-12 13:37:00,2022-06-12 17:42:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin14062022.csv,257,2022-06-13 13:00:00,2022-06-13 20:20:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin15062022.csv,311,2022-06-14 13:35:00,2022-06-14 20:23:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin16062022.csv,338,2022-06-15 13:00:00,2022-06-15 20:40:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin17062022.csv,306,2022-06-16 13:30:00,2022-06-16 20:40:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin18062022.csv,360,2022-06-17 13:00:00,2022-06-17 20:44:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin19062022.csv,453,2022-06-18 13:14:00,2022-06-18 20:45:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin20062022.csv,176,2022-06-19 13:30:00,2022-06-19 18:45:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin21062022.csv,236,2022-06-20 13:05:00,2022-06-20 21:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin22062022.csv,212,2022-06-21 13:30:00,2022-06-21 20:40:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin23062022.csv,301,2022-06-22 13:05:00,2022-06-22 20:20:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin24062022.csv,244,2022-06-23 13:00:00,2022-06-23 21:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin25062022.csv,331,2022-06-24 13:00:00,2022-06-24 20:45:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin26062022.csv,322,2022-06-25 13:00:00,2022-06-25 21:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin27062022.csv,187,2022-06-26 13:30:00,2022-06-26 17:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin28062022.csv,216,2022-06-27 13:00:00,2022-06-27 21:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin29062022.csv,193,2022-06-28 13:15:00,2022-06-28 20:50:00
/media/ben/STORAGE/Horse Racing/2022/Results/June 2022/dwbfpricesukwin30062022.csv,343,2022-06-29 13:00:00,2022-06-29 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin01032022.csv,177,2022-02-28 13:00:00,2022-02-28 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin02032022.csv,130,2022-03-01 13:00:00,2022-03-01 19:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin03032022.csv,250,2022-03-02 12:30:00,2022-03-02 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin04032022.csv,200,2022-03-03 13:00:00,2022-03-03 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin05032022.csv,186,2022-03-04 13:00:00,2022-03-04 19:45:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin06032022.csv,271,2022-03-05 12:49:00,2022-03-05 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin07032022.csv,102,2022-03-06 13:00:00,2022-03-06 17:10:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin08032022.csv,169,2022-03-07 13:00:00,2022-03-07 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin09032022.csv,182,2022-03-08 13:00:00,2022-03-08 20:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin10032022.csv,196,2022-03-09 13:00:00,2022-03-09 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin11032022.csv,253,2022-03-10 13:00:00,2022-03-10 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin12032022.csv,197,2022-03-11 13:00:00,2022-03-11 20:15:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin13032022.csv,361,2022-03-12 13:00:00,2022-03-12 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin14032022.csv,81,2022-03-13 13:35:00,2022-03-13 17:05:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin15032022.csv,202,2022-03-14 13:00:00,2022-03-14 19:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin16032022.csv,261,2022-03-15 13:15:00,2022-03-15 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin17032022.csv,273,2022-03-16 13:15:00,2022-03-16 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin18032022.csv,281,2022-03-17 13:30:00,2022-03-17 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin19032022.csv,313,2022-03-18 13:10:00,2022-03-18 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin20032022.csv,286,2022-03-19 13:00:00,2022-03-19 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin21032022.csv,82,2022-03-20 13:50:00,2022-03-20 17:15:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin22032022.csv,160,2022-03-21 13:00:00,2022-03-21 17:40:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin23032022.csv,137,2022-03-22 13:00:00,2022-03-22 17:31:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin24032022.csv,113,2022-03-23 13:00:00,2022-03-23 17:40:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin25032022.csv,147,2022-03-24 13:00:00,2022-03-24 17:17:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin26032022.csv,211,2022-03-25 13:00:00,2022-03-25 20:15:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin27032022.csv,330,2022-03-26 13:00:00,2022-03-26 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin28032022.csv,188,2022-03-27 13:00:00,2022-03-27 17:25:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin29032022.csv,141,2022-03-28 13:00:00,2022-03-28 20:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin30032022.csv,156,2022-03-29 13:00:00,2022-03-29 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/March 2022/dwbfpricesukwin31032022.csv,217,2022-03-30 13:00:00,2022-03-30 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin01052022.csv,387,2022-04-30 13:00:00,2022-04-30 20:20:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin02052022.csv,153,2022-05-01 13:15:00,2022-05-01 17:35:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin03052022.csv,261,2022-05-02 13:00:00,2022-05-02 17:50:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin04052022.csv,270,2022-05-03 13:15:00,2022-05-03 20:20:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin05052022.csv,251,2022-05-04 13:15:00,2022-05-04 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin06052022.csv,227,2022-05-05 13:15:00,2022-05-05 20:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin07052022.csv,383,2022-05-06 13:15:00,2022-05-06 20:26:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin08052022.csv,473,2022-05-07 13:00:00,2022-05-07 20:35:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin09052022.csv,193,2022-05-08 13:40:00,2022-05-08 18:45:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin10052022.csv,302,2022-05-09 13:30:00,2022-05-09 20:20:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin11052022.csv,312,2022-05-10 13:00:00,2022-05-10 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin12052022.csv,308,2022-05-11 13:00:00,2022-05-11 20:40:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin13052022.csv,259,2022-05-12 13:00:00,2022-05-12 20:20:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin14052022.csv,322,2022-05-13 13:00:00,2022-05-13 20:55:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin15052022.csv,422,2022-05-14 13:05:00,2022-05-14 20:40:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin16052022.csv,109,2022-05-15 13:52:00,2022-05-15 17:10:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin17052022.csv,304,2022-05-16 13:10:00,2022-05-16 20:20:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin18052022.csv,291,2022-05-17 13:00:00,2022-05-17 20:38:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin19052022.csv,294,2022-05-18 13:00:00,2022-05-18 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin20052022.csv,273,2022-05-19 13:00:00,2022-05-19 20:20:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin21052022.csv,306,2022-05-20 13:00:00,2022-05-20 20:43:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin22052022.csv,394,2022-05-21 13:10:00,2022-05-21 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin23052022.csv,217,2022-05-22 13:00:00,2022-05-22 18:40:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin24052022.csv,276,2022-05-23 13:10:00,2022-05-23 20:15:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin25052022.csv,260,2022-05-24 13:00:00,2022-05-24 20:05:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin26052022.csv,239,2022-05-25 13:30:00,2022-05-25 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin27052022.csv,284,2022-05-26 13:00:00,2022-05-26 20:35:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin28052022.csv,245,2022-05-27 13:00:00,2022-05-27 21:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin29052022.csv,435,2022-05-28 13:10:00,2022-05-28 21:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin30052022.csv,125,2022-05-29 13:29:00,2022-05-29 17:40:00
/media/ben/STORAGE/Horse Racing/2022/Results/May 2022/dwbfpricesukwin31052022.csv,281,2022-05-30 13:15:00,2022-05-30 20:15:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin01112022.csv,288,2022-10-31 12:20:00,2022-10-31 20:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin02112022.csv,283,2022-11-01 12:20:00,2022-11-01 19:45:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin03112022.csv,218,2022-11-02 12:52:00,2022-11-02 20:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin04112022.csv,200,2022-11-03 12:42:00,2022-11-03 18:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin05112022.csv,260,2022-11-04 12:30:00,2022-11-04 18:15:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin06112022.csv,321,2022-11-05 11:50:00,2022-11-05 18:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin07112022.csv,75,2022-11-06 12:50:00,2022-11-06 16:20:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin08112022.csv,140,2022-11-07 12:50:00,2022-11-07 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin09112022.csv,254,2022-11-08 13:00:00,2022-11-08 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin10112022.csv,214,2022-11-09 12:50:00,2022-11-09 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin11112022.csv,212,2022-11-10 12:25:00,2022-11-10 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin12112022.csv,289,2022-11-11 12:15:00,2022-11-11 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin13112022.csv,372,2022-11-12 11:45:00,2022-11-12 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin14112022.csv,107,2022-11-13 12:30:00,2022-11-13 16:00:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin15112022.csv,222,2022-11-14 12:40:00,2022-11-14 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin16112022.csv,275,2022-11-15 12:20:00,2022-11-15 19:45:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin17112022.csv,322,2022-11-16 12:23:00,2022-11-16 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin18112022.csv,209,2022-11-17 12:00:00,2022-11-17 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin19112022.csv,299,2022-11-18 12:10:00,2022-11-18 20:15:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin20112022.csv,314,2022-11-19 11:05:00,2022-11-19 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin21112022.csv,131,2022-11-20 12:10:00,2022-11-20 16:05:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin22112022.csv,135,2022-11-21 12:10:00,2022-11-21 15:45:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin23112022.csv,98,2022-11-22 12:25:00,2022-11-22 15:35:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin24112022.csv,106,2022-11-23 12:50:00,2022-11-23 15:50:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin25112022.csv,188,2022-11-24 12:25:00,2022-11-24 15:50:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin26112022.csv,155,2022-11-25 12:00:00,2022-11-25 15:50:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin27112022.csv,294,2022-11-26 11:55:00,2022-11-26 20:20:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin28112022.csv,81,2022-11-27 12:30:00,2022-11-27 15:40:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin29112022.csv,237,2022-11-28 12:30:00,2022-11-28 20:25:00
/media/ben/STORAGE/Horse Racing/2022/Results/November 2022/dwbfpricesukwin30112022.csv,301,2022-11-29 11:40:00,2022-11-29 18:50:00
/media/ben/STORAGE/Horse Racing/2022/Results/October 2022/dwbfpricesukwin01102022.csv,200,2022-09-30 13:40:00,2022-09-30 20:15:00
/media/ben/STORAGE/Horse Racing/2022/Results/October 2022/dwbfpricesukwin02102022.csv,363,2022-10-01 13:25:00,2022-10-01 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/October 2022/dwbfpricesukwin03102022.csv,99,2022-10-02 13:08:00,2022-10-02 17:13:00
/media/ben/STORAGE/Horse Racing/2022/Results/October 2022/dwbfpricesukwin04102022.csv,303,2022-10-03 13:00:00,2022-10-03 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/October 2022/dwbfpricesukwin05102022.csv,265,2022-10-04 13:05:00,2022-10-04 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/October 2022/dwbfpricesukwin06102022.csv,214,2022-10-05 13:30:00,2022-10-05 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/October 2022/dwbfpricesukwin07102022.csv,255,2022-10-06 13:05:00,2022-10-06 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/October 2022/dwbfpricesukwin08102022.csv,288,2022-10-07 13:00:00,2022-10-07 20:15:00
/media/ben/STORAGE/Horse Racing/2022/Results/October 2022/dwbfpricesukwin09102022.csv,331,2022-10-08 13:18:00,2022-10-08 20:30:00
/media/ben/STORAGE/Horse Racing/2022/Results/October 2022/dwbfpricesukwin10102022.csv,180,2022-10-09 13:25:00,2022-10-09 17:20:00
/media/ben/STORAGE/Horse Racing/2022/Results/October 2022/dwbfpricesukwin11102022.csv,345,2022-10-10 13:15:00,2022-10-10 20:30:00
