file,rows,min_event_dt,max_event_dt
/media/ben/STORAGE/Greyhound Racing/2019/Results/December 2019/dwbfgreyhoundwin18122019.csv,1681,2019-12-17 00:00:00,2019-12-17 23:57:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/December 2019/dwbfgreyhoundwin19122019.csv,1469,2019-12-18 00:05:00,2019-12-18 23:50:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/December 2019/dwbfgreyhoundwin20122019.csv,1696,2019-12-19 00:06:00,2019-12-19 23:57:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/December 2019/dwbfgreyhoundwin21122019.csv,1522,2019-12-20 00:06:00,2019-12-20 23:42:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/December 2019/dwbfgreyhoundwin22122019.csv,1318,2019-12-21 00:02:00,2019-12-21 22:35:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/December 2019/dwbfgreyhoundwin23122019.csv,1576,2019-12-22 00:01:00,2019-12-22 21:19:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/December 2019/dwbfgreyhoundwin24122019.csv,1678,2019-12-23 00:42:00,2019-12-23 21:26:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/December 2019/dwbfgreyhoundwin25122019.csv,1262,2019-12-24 01:12:00,2019-12-24 17:22:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/December 2019/dwbfgreyhoundwin26122019.csv,0,,
/media/ben/STORAGE/Greyhound Racing/2019/Results/December 2019/dwbfgreyhoundwin27122019.csv,1502,2019-12-26 01:12:00,2019-12-26 23:59:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/December 2019/dwbfgreyhoundwin28122019.csv,1720,2019-12-27 00:07:00,2019-12-27 22:13:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/December 2019/dwbfgreyhoundwin29122019.csv,1556,2019-12-28 07:21:00,2019-12-28 23:47:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/December 2019/dwbfgreyhoundwin30122019.csv,1310,2019-12-29 00:02:00,2019-12-29 21:19:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/December 2019/dwbfgreyhoundwin31122019.csv,1571,2019-12-30 02:44:00,2019-12-30 21:26:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/February 2019/dwbfgreyhoundwin01032019.csv,1596,2019-02-28 00:03:00,2019-02-28 23:45:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/February 2019/dwbfgreyhoundwin02022019.csv,1516,2019-02-01 00:34:00,2019-02-01 22:08:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/February 2019/dwbfgreyhoundwin03022019.csv,1518,2019-02-02 06:45:00,2019-02-02 23:51:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/February 2019/dwbfgreyhoundwin04022019.csv,1181,2019-02-03 00:04:00,2019-02-03 21:19:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/February 2019/dwbfgreyhoundwin05022019.csv,1632,2019-02-04 01:07:00,2019-02-04 21:40:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/February 2019/dwbfgreyhoundwin06022019.csv,1643,2019-02-05 01:15:00,2019-02-05 21:52:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/February 2019/dwbfgreyhoundwin07022019.csv,1570,2019-02-06 01:04:00,2019-02-06 21:38:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/February 2019/dwbfgreyhoundwin08022019.csv,1574,2019-02-07 01:26:00,2019-02-07 22:00:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/February 2019/dwbfgreyhoundwin09022019.csv,1613,2019-02-08 00:34:00,2019-02-08 22:08:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/February 2019/dwbfgreyhoundwin10022019.csv,1452,2019-02-09 07:04:00,2019-02-09 22:35:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/February 2019/dwbfgreyhoundwin11022019.csv,1275,2019-02-10 00:01:00,2019-02-10 21:19:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/February 2019/dwbfgreyhoundwin12022019.csv,1504,2019-02-11 00:54:00,2019-02-11 21:40:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/February 2019/dwbfgreyhoundwin13022019.csv,1695,2019-02-12 01:12:00,2019-02-12 21:52:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/February 2019/dwbfgreyhoundwin14022019.csv,1542,2019-02-13 00:47:00,2019-02-13 21:38:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/February 2019/dwbfgreyhoundwin15022019.csv,1682,2019-02-14 01:37:00,2019-02-14 22:00:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/February 2019/dwbfgreyhoundwin16022019.csv,1593,2019-02-15 00:22:00,2019-02-15 22:08:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/February 2019/dwbfgreyhoundwin17022019.csv,1456,2019-02-16 07:03:00,2019-02-16 22:35:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/February 2019/dwbfgreyhoundwin18022019.csv,1365,2019-02-17 00:08:00,2019-02-17 21:19:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/February 2019/dwbfgreyhoundwin19022019.csv,1513,2019-02-18 01:22:00,2019-02-18 21:40:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/February 2019/dwbfgreyhoundwin20022019.csv,1707,2019-02-19 00:50:00,2019-02-19 21:52:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/February 2019/dwbfgreyhoundwin21022019.csv,1551,2019-02-20 00:50:00,2019-02-20 21:38:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/February 2019/dwbfgreyhoundwin22022019.csv,1697,2019-02-21 01:25:00,2019-02-21 22:00:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/February 2019/dwbfgreyhoundwin23022019.csv,1634,2019-02-22 00:56:00,2019-02-22 22:08:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/February 2019/dwbfgreyhoundwin24022019.csv,1407,2019-02-23 07:02:00,2019-02-23 22:35:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/February 2019/dwbfgreyhoundwin25022019.csv,1360,2019-02-24 00:04:00,2019-02-24 21:17:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/February 2019/dwbfgreyhoundwin26022019.csv,1584,2019-02-25 01:22:00,2019-02-25 23:56:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/February 2019/dwbfgreyhoundwin27022019.csv,1638,2019-02-26 00:13:00,2019-02-26 21:52:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/February 2019/dwbfgreyhoundwin28022019.csv,1613,2019-02-27 00:02:00,2019-02-27 23:43:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin01022019.csv,1351,2019-01-31 00:00:00,2019-01-31 22:00:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin02012019.csv,1112,2019-01-01 01:23:00,2019-01-01 21:52:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin03012019.csv,1684,2019-01-02 01:32:00,2019-01-02 23:50:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin04012019.csv,1681,2019-01-03 00:12:00,2019-01-03 22:00:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin05012019.csv,1701,2019-01-04 01:30:00,2019-01-04 23:58:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin06012019.csv,1546,2019-01-05 00:07:00,2019-01-05 22:35:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin07012019.csv,1495,2019-01-06 00:02:00,2019-01-06 21:19:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin08012019.csv,1650,2019-01-07 00:55:00,2019-01-07 21:40:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin09012019.csv,1645,2019-01-08 01:00:00,2019-01-08 21:52:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin10012019.csv,1632,2019-01-09 00:54:00,2019-01-09 21:38:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin11012019.csv,1733,2019-01-10 01:07:00,2019-01-10 23:57:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin12012019.csv,1584,2019-01-11 00:00:00,2019-01-11 22:08:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin13012019.csv,1477,2019-01-12 06:29:00,2019-01-12 22:35:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin14012019.csv,1494,2019-01-13 00:08:00,2019-01-13 21:19:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin15012019.csv,1587,2019-01-14 00:03:00,2019-01-14 23:58:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin16012019.csv,1555,2019-01-15 00:17:00,2019-01-15 23:52:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin17012019.csv,1414,2019-01-16 00:10:00,2019-01-16 23:57:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin18012019.csv,1609,2019-01-17 00:22:00,2019-01-17 23:54:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin19012019.csv,1548,2019-01-18 00:06:00,2019-01-18 23:45:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin20012019.csv,1484,2019-01-19 00:00:00,2019-01-19 23:57:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin21012019.csv,1432,2019-01-20 00:05:00,2019-01-20 21:19:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin22012019.csv,1497,2019-01-21 01:45:00,2019-01-21 23:54:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin23012019.csv,1570,2019-01-22 00:09:00,2019-01-22 23:56:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin24012019.csv,1617,2019-01-23 00:11:00,2019-01-23 23:54:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin25012019.csv,1487,2019-01-24 00:13:00,2019-01-24 23:48:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin26012019.csv,1618,2019-01-25 00:06:00,2019-01-25 23:56:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin27012019.csv,1500,2019-01-26 00:02:00,2019-01-26 22:35:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin28012019.csv,1460,2019-01-27 00:02:00,2019-01-27 21:19:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin29012019.csv,1599,2019-01-28 01:23:00,2019-01-28 21:40:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin30012019.csv,1518,2019-01-29 01:05:00,2019-01-29 21:52:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/January 2019/dwbfgreyhoundwin31012019.csv,1520,2019-01-30 01:57:00,2019-01-30 23:42:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin01082019.csv,1549,2019-07-31 02:52:00,2019-07-31 21:26:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin02072019.csv,1674,2019-07-01 03:02:00,2019-07-01 21:26:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin03072019.csv,1712,2019-07-02 02:53:00,2019-07-02 21:45:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin04072019.csv,1669,2019-07-03 02:37:00,2019-07-03 21:26:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin05072019.csv,1773,2019-07-04 03:16:00,2019-07-04 22:00:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin06072019.csv,1717,2019-07-05 02:22:00,2019-07-05 22:08:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin07072019.csv,1507,2019-07-06 07:41:00,2019-07-06 22:35:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin08072019.csv,1382,2019-07-07 02:01:00,2019-07-07 21:19:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin09072019.csv,1672,2019-07-08 03:04:00,2019-07-08 21:26:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin10072019.csv,1773,2019-07-09 02:53:00,2019-07-09 21:34:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin11072019.csv,1615,2019-07-10 02:37:00,2019-07-10 21:26:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin12072019.csv,1767,2019-07-11 02:57:00,2019-07-11 22:00:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin13072019.csv,1652,2019-07-12 02:20:00,2019-07-12 22:08:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin14072019.csv,1516,2019-07-13 07:52:00,2019-07-13 22:35:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin15072019.csv,1476,2019-07-14 02:02:00,2019-07-14 21:19:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin16072019.csv,1549,2019-07-15 02:42:00,2019-07-15 21:26:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin17072019.csv,1722,2019-07-16 03:00:00,2019-07-16 21:34:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin18072019.csv,1608,2019-07-17 03:19:00,2019-07-17 21:26:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin19072019.csv,1818,2019-07-18 02:37:00,2019-07-18 22:00:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin20072019.csv,1634,2019-07-19 02:32:00,2019-07-19 22:13:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin21072019.csv,1466,2019-07-20 07:57:00,2019-07-20 22:35:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin22072019.csv,1399,2019-07-21 01:33:00,2019-07-21 21:19:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin23072019.csv,1594,2019-07-22 02:22:00,2019-07-22 21:26:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin24072019.csv,1517,2019-07-23 02:49:00,2019-07-23 21:34:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin25072019.csv,1558,2019-07-24 03:02:00,2019-07-24 21:26:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin26072019.csv,1231,2019-07-25 03:00:00,2019-07-25 22:00:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin27072019.csv,1760,2019-07-26 02:35:00,2019-07-26 22:08:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin28072019.csv,1430,2019-07-27 07:59:00,2019-07-27 22:35:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin29072019.csv,1402,2019-07-28 01:37:00,2019-07-28 21:19:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin30072019.csv,1694,2019-07-29 02:10:00,2019-07-29 21:32:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/July 2019/dwbfgreyhoundwin31072019.csv,1727,2019-07-30 02:35:00,2019-07-30 21:34:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin01072019.csv,1341,2019-06-30 02:50:00,2019-06-30 21:19:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin02062019.csv,1466,2019-06-01 07:37:00,2019-06-01 22:38:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin03062019.csv,1399,2019-06-02 01:40:00,2019-06-02 21:19:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin04062019.csv,1676,2019-06-03 02:32:00,2019-06-03 21:26:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin05062019.csv,1721,2019-06-04 02:54:00,2019-06-04 21:52:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin06062019.csv,1632,2019-06-05 03:30:00,2019-06-05 21:26:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin07062019.csv,1761,2019-06-06 03:27:00,2019-06-06 22:00:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin08062019.csv,1691,2019-06-07 02:22:00,2019-06-07 22:08:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin09062019.csv,1366,2019-06-08 07:42:00,2019-06-08 22:35:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin10062019.csv,1408,2019-06-09 01:57:00,2019-06-09 21:19:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin11062019.csv,1677,2019-06-10 02:42:00,2019-06-10 21:26:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin12062019.csv,1615,2019-06-11 03:24:00,2019-06-11 21:52:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin13062019.csv,1573,2019-06-12 03:07:00,2019-06-12 21:26:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin14062019.csv,1686,2019-06-13 03:23:00,2019-06-13 22:00:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin15062019.csv,1733,2019-06-14 02:12:00,2019-06-14 22:08:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin16062019.csv,1564,2019-06-15 07:52:00,2019-06-15 22:42:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin17062019.csv,1354,2019-06-16 02:02:00,2019-06-16 21:19:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin18062019.csv,1687,2019-06-17 02:10:00,2019-06-17 21:26:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin19062019.csv,1714,2019-06-18 02:59:00,2019-06-18 21:34:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin20062019.csv,1591,2019-06-19 03:30:00,2019-06-19 21:26:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin21062019.csv,1850,2019-06-20 03:15:00,2019-06-20 22:00:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin22062019.csv,1667,2019-06-21 02:32:00,2019-06-21 22:08:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin23062019.csv,1590,2019-06-22 07:42:00,2019-06-22 22:46:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin24062019.csv,1369,2019-06-23 02:01:00,2019-06-23 21:19:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin25062019.csv,1686,2019-06-24 02:20:00,2019-06-24 21:26:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin26062019.csv,1678,2019-06-25 02:55:00,2019-06-25 21:30:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin27062019.csv,1613,2019-06-26 03:12:00,2019-06-26 21:26:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin28062019.csv,1672,2019-06-27 03:01:00,2019-06-27 22:00:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin29062019.csv,1669,2019-06-28 02:10:00,2019-06-28 22:26:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/June 2019/dwbfgreyhoundwin30062019.csv,1611,2019-06-29 07:44:00,2019-06-29 22:50:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin01042019.csv,1459,2019-03-31 00:05:00,2019-03-31 21:19:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin02032019.csv,1543,2019-03-01 00:05:00,2019-03-01 23:36:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin03032019.csv,1421,2019-03-02 00:00:00,2019-03-02 23:46:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin04032019.csv,1330,2019-03-03 00:01:00,2019-03-03 21:19:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin05032019.csv,1621,2019-03-04 01:05:00,2019-03-04 21:40:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin06032019.csv,1635,2019-03-05 01:17:00,2019-03-05 21:52:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin07032019.csv,1564,2019-03-06 01:13:00,2019-03-06 21:38:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin08032019.csv,1721,2019-03-07 01:04:00,2019-03-07 22:00:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin09032019.csv,1710,2019-03-08 00:19:00,2019-03-08 22:08:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin10032019.csv,1476,2019-03-09 06:46:00,2019-03-09 22:35:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin11032019.csv,1418,2019-03-10 00:01:00,2019-03-10 21:19:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin12032019.csv,1657,2019-03-11 01:18:00,2019-03-11 21:40:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin13032019.csv,1611,2019-03-12 01:04:00,2019-03-12 21:52:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin14032019.csv,1604,2019-03-13 00:57:00,2019-03-13 21:38:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin15032019.csv,1645,2019-03-14 00:57:00,2019-03-14 22:00:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin16032019.csv,1762,2019-03-15 00:17:00,2019-03-15 22:08:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin17032019.csv,1471,2019-03-16 07:03:00,2019-03-16 22:35:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin18032019.csv,1462,2019-03-17 00:01:00,2019-03-17 21:19:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin19032019.csv,1654,2019-03-18 01:15:00,2019-03-18 21:40:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin20032019.csv,1658,2019-03-19 01:17:00,2019-03-19 21:52:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin21032019.csv,1468,2019-03-20 01:10:00,2019-03-20 21:38:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin22032019.csv,1719,2019-03-21 00:52:00,2019-03-21 22:00:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin23032019.csv,1810,2019-03-22 00:07:00,2019-03-22 22:08:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin24032019.csv,1466,2019-03-23 07:02:00,2019-03-23 22:35:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin25032019.csv,1397,2019-03-24 00:02:00,2019-03-24 21:19:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin26032019.csv,1655,2019-03-25 01:17:00,2019-03-25 21:40:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin27032019.csv,1762,2019-03-26 01:00:00,2019-03-26 21:52:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin28032019.csv,1525,2019-03-27 01:07:00,2019-03-27 21:38:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin29032019.csv,1707,2019-03-28 01:30:00,2019-03-28 22:00:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin30032019.csv,1751,2019-03-29 00:02:00,2019-03-29 22:08:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/March 2019/dwbfgreyhoundwin31032019.csv,1464,2019-03-30 06:52:00,2019-03-30 22:35:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/May 2019/dwbfgreyhoundwin01062019.csv,1670,2019-05-31 02:48:00,2019-05-31 22:08:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/May 2019/dwbfgreyhoundwin02052019.csv,1619,2019-05-01 03:07:00,2019-05-01 21:26:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/May 2019/dwbfgreyhoundwin03052019.csv,1770,2019-05-02 02:52:00,2019-05-02 22:00:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/May 2019/dwbfgreyhoundwin04052019.csv,1630,2019-05-03 02:42:00,2019-05-03 22:08:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/May 2019/dwbfgreyhoundwin05052019.csv,1553,2019-05-04 08:01:00,2019-05-04 22:35:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/May 2019/dwbfgreyhoundwin06052019.csv,1288,2019-05-05 02:01:00,2019-05-05 21:19:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/May 2019/dwbfgreyhoundwin07052019.csv,1650,2019-05-06 02:54:00,2019-05-06 21:40:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/May 2019/dwbfgreyhoundwin08052019.csv,1703,2019-05-07 03:03:00,2019-05-07 21:52:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/May 2019/dwbfgreyhoundwin09052019.csv,1615,2019-05-08 02:47:00,2019-05-08 21:26:00
/media/ben/STORAGE/Greyhound Racing/2019/Results/May 2019/dwbfgreyhoundwin10052019.csv,1774,2019-05-09 02:47:00,2019-05-09 22:00:00
